college_name,college_link,duration,fees,rank,placement,c_type,program
"Maharishi Arvind College of Engineering & Research Centre, Jaipur",https://www.collegesearch.in/colleges/maharishi-arvind-college-of-engineering-research-centre-jaipur,2 Years,"Rs 1,00,000/-",,,,Master of Technology (M.Tech)
"School of Engineering and Technology, Bhubaneswar",https://www.collegesearch.in/colleges/school-of-engineering-and-technology-bhubaneswar,2 Years,,,,,Master of Technology (M.Tech)
"PDM School of Technology & Management, Bahadurgarh",https://www.collegesearch.in/colleges/pdm-school-of-technology-management-bahadurgarh,2 Years,"Rs 1,44,000/-",,,,Master of Technology (M.Tech)
"Rungta College of Engineering and Technology (RCET), Raipur",https://www.collegesearch.in/colleges/rungta-college-of-engineering-and-technology-rcet,2 Years,"Rs 1,00,000/-",,,,Master of Technology (M.Tech)
"Shri Sant College of Engineering & Technology, Jalgaon",https://www.collegesearch.in/colleges/shri-sant-college-of-engineering-technology-jalgaon,2 Years,,,,,Master of Technology (M.Tech)
Grandhi Varalakshmi Venkatarao Institute of Technology,https://www.collegesearch.in/colleges/grandhi-varalakshmi-venkatarao-institute-of-technology,2 Years,,,,,Master of Technology (M.Tech)
"Sri Shanmugha College of Engineering and Technology, Madurai",https://www.collegesearch.in/colleges/sri-shanmugha-college-of-engineering-and-technology-madurai,2 Years,,,,,Master of Engineering
"Indian Statistical Institute, Kolkata",https://www.collegesearch.in/colleges/indian-statistical-institute-kolkata,2 Years,,,,Autonomous,Master of Technology (M.Tech)
Gnanamani College of Engineering,https://www.collegesearch.in/colleges/gnanamani-college-of-engineering,2 Years,,,,,Master of Engineering
"Mahavir Institute of Engineering Technology - Bhubaneshwar, Bhubaneswar",https://www.collegesearch.in/colleges/mahavir-institute-of-engineering-technology-bhubaneshwar-bhubaneswar,2 Years,,,,,Master of Technology (M.Tech)
"Institute of Science & Technology, Yamuna Nagar",https://www.collegesearch.in/colleges/institute-of-science-technology-yamuna-nagar,2 Years,"Rs 1,25,200/-",,,,Master of Technology (M.Tech)
Pannai College of Engineering and Technology,https://www.collegesearch.in/colleges/pannai-college-of-engineering-and-technology,2 Years,,,,,Master of Engineering
Shri Dadaji Institute of Technology & Science,https://www.collegesearch.in/colleges/shri-dadaji-institute-of-technology-science,2 Years,,,,,Master of Engineering
"Department of Computer Science & Engineering - Acharya Nagarjuna University, Guntur",https://www.collegesearch.in/colleges/department-of-computer-science-engineering-acharya-nagarjuna-university-guntur,2 Years,,,,,Master of Technology (M.Tech)
Guru Nanak Institute of Technology,https://www.collegesearch.in/colleges/guru-nanak-institute-of-technology,2 Years,,,,,Master of Technology (M.Tech)
Dr Nallini Institute of Engineering and Technology,https://www.collegesearch.in/colleges/dr-nallini-institute-of-engineering-and-technology,2 Years,,,,,Master of Engineering
"RPIIT Technical Campus, Karnal",https://www.collegesearch.in/colleges/rpiit-technical-campus-karnal,2 Years,,,,,Master of Technology (M.Tech)
"Easwari Engineering College, Chennai",https://www.collegesearch.in/colleges/easwari-engineering-college-chennai,2 Years,"Rs 60,000/-",,,,Master of Engineering
"PRIST, Thanjavur",https://www.collegesearch.in/university/prist-university,2 Years,,,,Deemed,Master of Engineering
"Narula Institute of Technology, Kolkata",https://www.collegesearch.in/colleges/narula-institute-of-technology-kolkata,2 Years,"Rs 2,22,100/-",,,,Master of Technology (M.Tech)
"ABES Engineering College, Ghaziabad",https://www.collegesearch.in/colleges/abes-engineering-college-ghaziabad,2 Years,"Rs 1,60,800/-",,,,Master of Technology (M.Tech)
"Babu Banarasi Das University, Lucknow",https://www.collegesearch.in/university/babu-banarasi-das-university-lucknow,2 Years,"Rs 1,20,000/-",,,State Private University,Master of Technology (M.Tech)
"Dr CV Raman University, Bilaspur",https://www.collegesearch.in/university/dr-cv-raman-university-bilaspur,2 Years,"Rs 1,20,000/-",,,State Private University,Master of Technology (M.Tech)
"Galgotias University, Greater Noida",https://www.collegesearch.in/university/galgotias-university-greater-noida,2 Years,"Rs 1,54,000/-",,,,Master of Technology (M.Tech)
"RKDF University, Bhopal",https://www.collegesearch.in/university/rkdf-university,2 Years,"Rs 1,50,000/-",,,State Private University,Master of Technology (M.Tech)
"SGT University, Gurgaon",https://www.collegesearch.in/university/sgt-university-gurgaon,2 Years,"Rs 1,40,000/-",,,State Private University,Master of Technology (M.Tech)
"Presidency University, Bangalore",https://www.collegesearch.in/university/presidency-university-bangalore,2 Years,"Rs 1,80,000/-",,,State Private University,Master of Technology (M.Tech)
"Swami Vivekananda University, Sagar",https://www.collegesearch.in/colleges/swami-vivekananda-university-sagar,2 Years,"Rs 1,08,000/-",,,State Private University,Master of Technology (M.Tech)
"JECRC University, Jaipur",https://www.collegesearch.in/university/jecrc-university-jaipur,2 Years,"Rs 2,00,000/-",,,State Private University,Master of Technology (M.Tech)
"Thadomal Shahani Engineering College, Mumbai",https://www.collegesearch.in/colleges/thadomal-shahani-engineering-college-mumbai,2 Years,,,,,Master of Technology (M.Tech)
"JCT College of Engineering and Technology, Coimbatore",https://www.collegesearch.in/colleges/jct-college-of-engineering-and-technology-coimbatore,2 Years,,,,,Master of Engineering
"Vignan&rsquo;s Lara Institute of Technology and Science, Guntur",https://www.collegesearch.in/colleges/vignans-lara-institute-of-technology-and-science-guntur,2 Years,"Rs 1,14,000/-",,,,Master of Technology (M.Tech)
"Dr MGR Educational and Research Institute University (MGRDU), Chennai",https://www.collegesearch.in/university/dr-mgr-educational-and-research-institute-university-mgrdu-chennai,2 Years,,,,Deemed,Master of Technology (M.Tech)
"Kaziranga University, Jorhat",https://www.collegesearch.in/university/kaziranga-university,2 Years,,,,State Private University,Master of Technology (M.Tech)
"Chameli Devi Group of Institutions, Indore",https://www.collegesearch.in/colleges/chameli-devi-group-of-institutions-indore,2 Years,,,,,Master of Technology (M.Tech)
"Pt LR college of Technology, Faridabad",https://www.collegesearch.in/colleges/pt-lr-college-of-technology-faridabad,2 Years,"Rs 1,20,000/-",,,,Master of Technology (M.Tech)
"Sri Krishna College of Technology, Coimbatore",https://www.collegesearch.in/colleges/sri-krishna-college-of-technology-coimbatore,2 Years,,,,Autonomous,Master of Engineering
"SRK Institute of Technology, Vijayawada",https://www.collegesearch.in/colleges/srk-institute-of-technology-vijayawada,2 Years,"Rs 1,04,000/-",,,,Master of Technology (M.Tech)
"Tula&rsquo;s Institute, Dehradun",https://www.collegesearch.in/colleges/tulas-institute-dehradun,2 Years,"Rs 1,83,160/-",,,,Master of Technology (M.Tech)
"Hasmukh Goswami College of Engineering, Ahmedabad",https://www.collegesearch.in/colleges/hasmukh-goswami-college-of-engineering-ahmedabad,2 Years,,,,,Master of Technology (M.Tech)
Rohini College of Engineering and Technology,https://www.collegesearch.in/colleges/rohini-college-of-engineering-and-technology,2 Years,,,,,Master of Engineering
"Institute of Maritime Studies (IMS), Panaji",https://www.collegesearch.in/colleges/institute-of-maritime-studies,1 Year,"Rs 5,50,200/-",,,,Graduate Marine Engineer
Lendi Institute of Engineering and Technology,https://www.collegesearch.in/colleges/lendi-institute-of-engineering-and-technology,2 Years,,,,,Master of Technology (M.Tech)
Chitkara University - Himachal Pradesh,https://www.collegesearch.in/university/chitkara-university-himachal-pradesh,3 Years,"Rs 3,40,000/-",,,State Private University,Master of Engineering
Narasimha Reddy Engineering College,https://www.collegesearch.in/colleges/narasimha-reddy-engineering-college,2 Years,"Rs 1,15,000/-",,,,Master of Technology (M.Tech)
"Vaishno Group of Colleges, Kangra",https://www.collegesearch.in/colleges/vaishno-group-of-colleges,2 Years,"Rs 1,60,000/-",,,,Master of Technology (M.Tech)
"Jawahar Education Society&rsquo;s A C Patil College of Engineering (ACPCE), Mumbai",https://www.collegesearch.in/colleges/jawahar-education-societys-a-c-patil-college-of-engineering-acpce-mumbai,2 Years,"Rs 1,10,000/-",,,,Master of Engineering
"Satya College of Engineering and Technology, Faridabad",https://www.collegesearch.in/colleges/satya-college-of-engineering-and-technology-faridabad,2 Years,,,,,Master of Technology (M.Tech)
"Sahyadri College of Engineering & Management, Mangalore",https://www.collegesearch.in/colleges/sahyadri-college-of-engineering-management-mangalore,2 Years,,,,,Master of Technology (M.Tech)
"Jerusalem College of Engineering, Chennai",https://www.collegesearch.in/colleges/jerusalem-college-of-engineering-chennai,2 Years,"Rs 1,35,000/-",,,,Master of Engineering
"Vemu Institute of Technology (VEMU), Chittoor",https://www.collegesearch.in/colleges/vemu-institute-of-technology-vemu-chittoor,2 Years,,,,,Master of Technology (M.Tech)
"Ganga Technical Campus, Bahadurgarh",https://www.collegesearch.in/colleges/ganga-technical-campus,2 Years,"Rs 1,53,600/-",,,,Master of Technology (M.Tech)
"Apollo Engineering College, Chennai",https://www.collegesearch.in/colleges/apollo-engineering-college-chennai,2 Years,,,,,Master of Engineering
Alvas Institute of Engineering and Technology,https://www.collegesearch.in/colleges/alvas-institute-of-engineering-and-technology,2 Years,"Rs 1,60,000/-",,,,Master of Technology (M.Tech)
"Nandha Engineering College, Erode",https://www.collegesearch.in/colleges/nandha-engineering-college-erode,2 Years,"Rs 1,00,000/-",,,,Master of Engineering
"Kingston Engineering College, Vellore",https://www.collegesearch.in/colleges/kingston-engineering-college-vellore,2 Years,,,,,Master of Engineering
"Noble Group of Institutions, Junagadh",https://www.collegesearch.in/colleges/noble-group-of-institutions-junagadh,2 Years,,,,,Master of Technology (M.Tech)
"Alpha College of Engineering and Technology, Gandhinagar",https://www.collegesearch.in/colleges/alpha-college-of-engineering-and-technology-gandhinagar,2 Years,,,,,Master of Engineering
"United College of Engineering & Research, Greater Noida",https://www.collegesearch.in/colleges/united-college-of-engineering-research-greater-noida,2 Years,,,,,Master of Technology (M.Tech)
"Kalaignar Karunanidhi Institute of Technology, Coimbatore",https://www.collegesearch.in/colleges/kalaignar-karunanidhi-institute-of-technology-coimbatore,2 Years,,,,,Master of Engineering
"TKM Institute of Technology, Kollam",https://www.collegesearch.in/colleges/tkm-institute-of-technology-kollam,2 Years,"Rs 1,66,000/-",,,,Master of Technology (M.Tech)
"Shree Ram Mulkh Institute of Engineering Technology, Ambala",https://www.collegesearch.in/colleges/shree-ram-mulkh-institute-of-engineering-technology-ambala,2 Years,,,,,Master of Technology (M.Tech)
"Rawal Institute of Engineering & Technology, Faridabad",https://www.collegesearch.in/colleges/rawal-institute-of-engineering-technology-faridabad,2 Years,"Rs 1,82,350/-",,,,Master of Technology (M.Tech)
"VS Lakshmi Engineering College For Women, Kakinada",https://www.collegesearch.in/colleges/vs-lakshmi-engineering-college-for-women-kakinada,2 Years,,,,,Master of Technology (M.Tech)
"IBSS college of Engineering, Amravati",https://www.collegesearch.in/colleges/ibss-college-of-engineering-amravati,2 Years,,,,,Master of Engineering
MRK Institute of Technology,https://www.collegesearch.in/colleges/mrk-institute-of-technology,2 Years,,,,,Master of Engineering
"Rajiv Gandhi University of Knowledge Technology - Basara, Hyderabad",https://www.collegesearch.in/university/rajiv-gandhi-university-of-knowledge-technology-basara-hyderabad,2 Years,"Rs 10,000/-",,,State University,Master of Technology (M.Tech)
"Padmabhooshan Vasantdada Patil Institute of Technology, Sangli",https://www.collegesearch.in/colleges/padmabhooshan-vasantdada-patil-institute-of-technology-sangli,2 Years,"Rs 92,521/-",,,,Master of Engineering
Jai Bharath College of Management and Engineering Technology,https://www.collegesearch.in/colleges/jai-bharath-college-of-management-and-engineering-technology,2 Years,,,,,Master of Technology (M.Tech)
"Astral Institute of Technology & Research, Indore",https://www.collegesearch.in/colleges/astral-institute-of-technology-research-indore,2 Years,,,,,Master of Technology (M.Tech)
Geeta Engineering College,https://www.collegesearch.in/colleges/geeta-engineering-college,2 Years,,,,,Master of Technology (M.Tech)
"Talla Padmavathi College of Engineering, Warangal",https://www.collegesearch.in/colleges/talla-padmavathi-college-of-engineering-warangal,2 Years,,,,,Master of Technology (M.Tech)
"Annapoorana Engineering College, Salem",https://www.collegesearch.in/colleges/annapoorana-engineering-college-salem,2 Years,"Rs 80,000/-",,,,Master of Engineering
"Vizag Institute Of Technology, Visakhapatnam",https://www.collegesearch.in/colleges/vizag-institute-of-technology-visakhapatnam,2 Years,,,,,Master of Technology (M.Tech)
"PB College of Engineering, Chennai",https://www.collegesearch.in/colleges/pb-college-of-engineering-chennai,2 Years,,,,,Master of Engineering
"Mahendra Institute of Technology, Namakkal",https://www.collegesearch.in/colleges/mahendra-institute-of-technology,2 Years,,,,,Master of Engineering
"Kallam Haranadhareddy Institute of Technology, Guntur",https://www.collegesearch.in/colleges/kallam-haranadhareddy-institute-of-technology-guntur,2 Years,,,,,Master of Technology (M.Tech)
MRK Institute of Engineering & Technology,https://www.collegesearch.in/colleges/mrk-institute-of-engineering-technology,2 Years,"Rs 1,60,000/-",,,,Master of Technology (M.Tech)
"NRI Institute of Information Science and Technology, Bhopal",https://www.collegesearch.in/colleges/nri-institute-of-information-science-and-technology-bhopal,2 Years,,,,,Master of Technology (M.Tech)
"Adina Group of Institutions, Sagar",https://www.collegesearch.in/colleges/adina-group-of-institutions-sagar,2 Years,,,,,Master of Engineering
"Kalam Institute of Technology, Berhampur",https://www.collegesearch.in/colleges/kalam-institute-of-technology-berhampur,2 Years,,,,,Master of Technology (M.Tech)
"Bharathiyar Institute of Engineering for Women, Salem",https://www.collegesearch.in/colleges/bharathiyar-institute-of-engineering-for-women-salem,2 Years,"Rs 1,20,000/-",,,,Master of Engineering
"AVS Engineering College, Salem",https://www.collegesearch.in/colleges/avs-engineering-college-salem,2 Years,,,,,Master of Engineering
